protein_id	node_id	component_id	sequence_length	length_stratum	level	truth_labels	predicted_label	state	library_match	saved_union_match	top50_match	siteguard_concordant	winner_source_row	winner_reference	winner_activity	winner_score	best_matching_score	top_score_tied_activity_rows	top_score_tied_labels	top_score_has_matching_label	first_matching_rrf_rank	top50_activity_rows	top50_reference_proteins	clean_concordant
Q68S14	144256	185	1071	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3239775	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	1	1	1	1.0	74	50	1
Q68S14	144256	185	1071	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3239584	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	74	50	1
Q6A6K6	30247	185	1159	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3244852	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	61	50	1
Q6A6K6	30247	185	1159	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3244889	Q7MA56	Q7MA56::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	1	1	1	1.0	61	50	1
Q6ACX5	58765	185	1165	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3248933	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	59	50	1
Q6ACX5	58765	185	1165	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3248910	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.9894695	0.9894695	1	1	1	1.0	59	50	1
Q6AP78	110120	185	1360	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3255311	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	3	1	1	1.0	67	50	1
Q6AP78	110120	185	1360	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3255311	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	4	1	1	1.0	67	50	1
Q6B8R8	153530	185	1120	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3257923	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	85	50	1
Q6B8R8	153530	185	1120	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3257733	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	85	50	1
Q6DAN0	59018	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3269372	P41558	P41558::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	1	1	1	1.0	72	50	1
Q6DAN0	59018	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3269322	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	72	50	1
Q6ENI4	159640	185	1075	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3273174	P41558	P41558::RAW::RHEA-COMP:14527::1	0.6619718	0.6619718	1	1	1	1.0	78	50	1
Q6ENI4	159640	185	1075	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3273066	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	78	50	1
Q6ENX3	152075	185	1075	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3273730	P41558	P41558::RAW::RHEA-COMP:14527::1	0.6619718	0.6619718	1	1	1	1.0	82	50	1
Q6ENX3	152075	185	1075	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3273630	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	82	50	1
Q6EW56	11830	185	1071	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3274190	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.6614786	0.6614786	2	1	1	1.0	65	50	1
Q6EW56	11830	185	1071	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3274151	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	65	50	1
Q6F0L7	52058	185	1284	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3274621	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	3	1	1	1.0	64	50	1
Q6F0L7	52058	185	1284	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3274737	Q03587	Q03587::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	64	50	1
Q6FF90	18891	185	1362	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3281625	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	71	50	1
Q6FF90	18891	185	1362	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3281520	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	71	50	1
Q6FMI5	144024	74718	1374	GT_1022	EC_L3	"[""1.2.1""]"	6.4.1	STRICT_SCORE_LOSS	1	1	1	0	3282954	A0A0S2E7Z1	A0A0S2E7Z1::RAW::RHEA:63968::1	0.44953153	0.42351225	15	2	0	7.0	82	50	0
Q6FMI5	144024	74718	1374	GT_1022	EC_L4	"[""1.2.1.31"", ""1.2.1.95""]"	6.2.1.54	ABSENT_FROM_SAVED_UNION	1	0	0	0	3282957	A0A5N6TQN5	A0A5N6TQN5::RAW::RHEA-COMP:14102::1	0.24014673		8	8	0		82	50	0
Q6GBT9	113687	716	394	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	3294858	Q49Y26	Q49Y26::RAW::RHEA:19669::1	0.33533946	0.33533946	1	1	1	1.0	63	50	1
Q6GBT9	113687	716	394	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	CALIBRATED_TIE_LOSS	1	1	1	0	3294858	Q49Y26	Q49Y26::RAW::RHEA:19669::1	0.24014673	0.24014673	2	2	1	1.0	63	50	1
Q6GBU5	36627	185	1183	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3295035	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	58	50	1
Q6GBU5	36627	185	1183	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3294897	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	58	50	1
Q6GJC0	113687	716	394	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	3301184	Q49Y26	Q49Y26::RAW::RHEA:19669::1	0.33533946	0.33533946	1	1	1	1.0	63	50	1
Q6GJC0	113687	716	394	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	CALIBRATED_TIE_LOSS	1	1	1	0	3301184	Q49Y26	Q49Y26::RAW::RHEA:19669::1	0.24014673	0.24014673	2	2	1	1.0	63	50	1
Q6GJC6	98303	185	1183	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3301366	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	58	50	1
Q6GJC6	98303	185	1183	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3301223	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	58	50	1
Q6HPR6	175965	185	1177	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3310601	O27123	O27123::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	68	50	1
Q6HPR6	175965	185	1177	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3310544	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	68	50	1
Q6KI09	88200	185	1188	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3315035	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	1.0	1.0	2	1	1	1.0	60	50	1
Q6KI09	88200	185	1188	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3315095	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	60	50	1
Q6KI66	110402	716	400	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	3315458	C5BRN3	C5BRN3::RAW::RHEA:19669::1	0.16994044	0.16994044	1	1	1	1.0	62	50	1
Q6KI66	110402	716	400	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	STRICT_SCORE_LOSS	1	1	1	0	3315458	C5BRN3	C5BRN3::RAW::RHEA:19669::1	0.24014673	0.04789272	1	1	0	1.0	62	50	1
Q6L3A7	39999	185	1075	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3317961	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.6614786	0.6614786	2	1	1	1.0	80	50	1
Q6L3A7	39999	185	1075	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3317937	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	80	50	1
Q6LLW2	77740	185	1341	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3319815	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	59	50	1
Q6LLW2	77740	185	1341	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3319750	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	59	50	1
Q6LX38	174259	335	543	LE_1022	EC_L3	"[""5.6.1""]"	2.7.1	ABSENT_FROM_SAVED_UNION	1	0	0	0	3323619	O59722	O59722::RAW::RHEA:13609::1	0.42351225		1	1	0		70	50	1
Q6LX38	174259	335	543	LE_1022	EC_L4	"[""5.6.1.7""]"	2.7.1.150	NO_LIBRARY_SUPPORT	0	0	0	0	3323619	O59722	O59722::RAW::RHEA:13609::1	0.042870812		1	1	0		70	50	1
Q6MDM1	1112	185	1254	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3327630	P41558	P41558::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	1	1	1	1.0	61	50	1
Q6MDM1	1112	185	1254	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3327564	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	61	50	1
Q6MJ00	130419	716	396	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	3330346	B5ZBD4	B5ZBD4::RAW::RHEA:19669::1	0.42351225	0.42351225	1	1	1	1.0	61	50	1
Q6MJ00	130419	716	396	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	STRICT_SCORE_LOSS	1	1	1	0	3330346	B5ZBD4	B5ZBD4::RAW::RHEA:19669::1	0.24014673	0.14636363	1	1	0	1.0	61	50	1
Q6MJ09	19577	185	1412	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3330452	P41558	P41558::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	58	50	1
Q6MJ09	19577	185	1412	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3330439	P11513	P11513::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	58	50	1
Q6MRX6	105594	185	1291	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3332717	O27123	O27123::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	60	50	1
Q6MRX6	105594	185	1291	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3332679	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	5	1	1	1.0	60	50	1
Q6N4R9	173251	185	1374	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3335515	P41558	P41558::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	67	50	1
Q6N4R9	173251	185	1374	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3335469	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	67	50	1
Q6TL19	82944	846	1100	GT_1022	EC_L3	"[""4.6.1""]"	2.7.11	CALIBRATED_TIE_LOSS	1	1	1	0	3348859	Q05609	Q05609::RAW::RHEA-COMP:11060::2	0.44953153	0.44953153	5	2	1	1.0	80	50	1
Q6TL19	82944	846	1100	GT_1022	EC_L4	"[""4.6.1.2""]"	4.6.1.2	CONCORDANT_TOP1	1	1	1	1	3348827	P19686	P19686::RAW::RHEA:13665::1	0.24014673	0.24014673	11	3	1	1.0	80	50	1
Q6YQW3	39400	185	1273	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3350819	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	57	50	1
Q6YQW3	39400	185	1273	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3350791	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	57	50	1
Q70CQ4	131116	131116	1352	GT_1022	EC_L3	"[""3.4.19""]"	3.4.19	CONCORDANT_TOP1	1	1	1	1	3354539	B2GUZ1	B2GUZ1::RAW::3.4.19.12::1	0.44953153	0.44953153	4	1	1	1.0	50	50	1
Q70CQ4	131116	131116	1352	GT_1022	EC_L4	"[""3.4.19.12""]"	3.4.19.12	CONCORDANT_TOP1	1	1	1	1	3354632	Q2KJ72	Q2KJ72::RAW::3.4.19.12::1	0.2641844	0.2641844	2	1	1	1.0	50	50	1
Q724F0	133396	185	1184	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3359291	P09844	P09844::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	2	1	1	1.0	74	50	1
Q724F0	133396	185	1184	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3359295	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	74	50	1
Q727C7	27042	185	1372	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3361450	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	3	1	1	1.0	64	50	1
Q727C7	27042	185	1372	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3361450	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	64	50	1
Q72HM5	68913	185	1119	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3366573	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.9918033	0.9918033	1	1	1	1.0	61	50	1
Q72HM5	68913	185	1119	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3366390	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	61	50	1
Q72NF9	132992	716	401	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	3369349	A5IYS0	A5IYS0::RAW::RHEA:19669::1	0.33533946	0.33533946	1	1	1	1.0	66	50	1
Q72NF9	132992	716	401	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	STRICT_SCORE_LOSS	1	1	1	0	3369349	A5IYS0	A5IYS0::RAW::RHEA:19669::1	0.24014673	0.047986075	1	1	0	2.0	66	50	1
Q72UA8	63549	185	1226	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3371459	O27123	O27123::RAW::RHEA-COMP:14527::1	0.6619718	0.6619718	2	1	1	1.0	67	50	1
Q72UA8	63549	185	1226	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3371470	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	67	50	1
Q73FA4	175965	185	1177	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3376212	O27123	O27123::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	68	50	1
Q73FA4	175965	185	1177	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3376155	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	68	50	1
Q73H85	166378	716	390	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	3377836	A5IYS0	A5IYS0::RAW::RHEA:19669::1	0.33533946	0.33533946	1	1	1	1.0	68	50	1
Q73H85	166378	716	390	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	STRICT_SCORE_LOSS	1	1	1	0	3377836	A5IYS0	A5IYS0::RAW::RHEA:19669::1	0.24014673	0.14636363	1	1	0	1.0	68	50	1
Q73IX6	155117	716	390	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	3380052	A5IYS0	A5IYS0::RAW::RHEA:19669::1	0.33533946	0.33533946	1	1	1	1.0	68	50	1
Q73IX6	155117	716	390	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	STRICT_SCORE_LOSS	1	1	1	0	3380052	A5IYS0	A5IYS0::RAW::RHEA:19669::1	0.24014673	0.07447818	1	1	0	1.0	68	50	1
Q73JJ7	170126	185	1167	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3380565	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	64	50	1
Q73JJ7	170126	185	1167	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3380399	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	64	50	1
Q73PN3	29904	716	395	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	3382272	O08582	O08582::RAW::RHEA:19669::1	0.33533946	0.33533946	2	1	1	1.0	71	50	1
Q73PN3	29904	716	395	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.3	CONCORDANT_TOP1	1	1	1	1	3382272	O08582	O08582::RAW::RHEA:19669::1	0.24014673	0.24014673	2	2	1	2.0	71	50	1
Q73SE4	61627	185	1175	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3383419	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	57	50	1
Q73SE4	61627	185	1175	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3383260	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	4	1	1	1.0	57	50	1
Q748Y6	133068	185	1370	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3387652	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	66	50	1
Q748Y6	133068	185	1370	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3387580	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	66	50	1
Q74L95	168575	185	1209	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3391896	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	60	50	1
Q74L95	168575	185	1209	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3391862	P68694	P68694::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	60	50	1
Q75BB3	85789	74718	1385	GT_1022	EC_L3	"[""1.2.1""]"	6.2.1	STRICT_SCORE_LOSS	1	1	1	0	3394137	A0A5N6TQN5	A0A5N6TQN5::RAW::RHEA-COMP:14102::1	0.44953153	0.42351225	16	3	0	2.0	87	50	0
Q75BB3	85789	74718	1385	GT_1022	EC_L4	"[""1.2.1.31"", ""1.2.1.95""]"	6.2.1.54	ABSENT_FROM_SAVED_UNION	1	0	0	0	3394137	A0A5N6TQN5	A0A5N6TQN5::RAW::RHEA-COMP:14102::1	0.24014673		4	4	0		87	50	0
Q75WB5	144590	11034	1288	GT_1022	EC_L3	"[""3.5.2""]"	2.7.1	OUTSIDE_TOP50	1	1	0	0	3396247	B7JSQ5	B7JSQ5::RAW::RHEA:16373::1	0.4375446		1	1	0	63.0	82	50	0
Q75WB5	144590	11034	1288	GT_1022	EC_L4	"[""3.5.2.9""]"	6.4.1.8	ABSENT_FROM_SAVED_UNION	1	0	0	0	3396384	Q5P5G4	Q5P5G4::RAW::RHEA:28647::1	0.24014673		1	1	0		82	50	0
Q7JQ32	18706	846	1525	GT_1022	EC_L3	"[""4.6.1""]"	2.7.10	CALIBRATED_TIE_LOSS	1	1	1	0	3403035	P00519	P00519::RAW::RHEA-COMP:10136::1	0.44953153	0.44953153	13	4	1	1.0	74	50	1
Q7JQ32	18706	846	1525	GT_1022	EC_L4	"[""4.6.1.2""]"	2.7.7.85	STRICT_SCORE_LOSS	1	1	1	0	3403064	P51829	P51829::RAW::RHEA:35655::2	0.98333335	0.24014673	1	1	0	1.0	74	50	1
Q7M7F1	81071	716	396	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	3404811	O00178	O00178::RAW::RHEA:19669::1	0.33533946	0.33533946	2	1	1	1.0	71	50	1
Q7M7F1	81071	716	396	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.3	CONCORDANT_TOP1	1	1	1	1	3404811	O00178	O00178::RAW::RHEA:19669::1	0.24014673	0.24014673	2	2	1	1.0	71	50	1
Q7MGR8	56545	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3412404	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	72	50	1
Q7MGR8	56545	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3412340	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	72	50	1
Q7MX27	149193	185	1269	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3419652	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	84	50	1
Q7MX27	149193	185	1269	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3419637	P11513	P11513::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	84	50	1
Q7N9A4	56463	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3425907	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	70	50	1
Q7N9A4	56463	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3425858	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	70	50	1
Q7NIA0	103191	185	1112	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3430604	O27123	O27123::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	64	50	1
Q7NIA0	103191	185	1112	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3430542	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	4	1	1	1.0	64	50	1
Q7NQE6	147581	185	1390	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3432755	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	2	1	1	1.0	66	50	1
Q7NQE6	147581	185	1390	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	3432781	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	66	50	1
Q7U8K4	153836	185	1097	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	3450903	P41558	P41558::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	53	50	1
